"Time","Contracts","Funding Interval","Funding Rate"
"2022-01-31 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-30 17:00:00","BTCUSDT Perpetual","8h","0.009126%"
"2022-01-30 09:00:00","BTCUSDT Perpetual","8h","0.006050%"
"2022-01-30 01:00:00","BTCUSDT Perpetual","8h","-0.003029%"
"2022-01-29 17:00:00","BTCUSDT Perpetual","8h","0.005239%"
"2022-01-29 09:00:00","BTCUSDT Perpetual","8h","-0.001093%"
"2022-01-29 01:00:00","BTCUSDT Perpetual","8h","0.002879%"
"2022-01-28 17:00:00","BTCUSDT Perpetual","8h","0.007164%"
"2022-01-28 09:00:00","BTCUSDT Perpetual","8h","-0.000493%"
"2022-01-28 01:00:00","BTCUSDT Perpetual","8h","-0.007554%"
"2022-01-27 17:00:00","BTCUSDT Perpetual","8h","-0.010186%"
"2022-01-27 09:00:00","BTCUSDT Perpetual","8h","-0.004869%"
"2022-01-27 01:00:00","BTCUSDT Perpetual","8h","-0.004130%"
"2022-01-26 17:00:00","BTCUSDT Perpetual","8h","-0.001905%"
"2022-01-26 09:00:00","BTCUSDT Perpetual","8h","0.000676%"
"2022-01-26 01:00:00","BTCUSDT Perpetual","8h","-0.010008%"
"2022-01-25 17:00:00","BTCUSDT Perpetual","8h","0.008126%"
"2022-01-25 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-25 01:00:00","BTCUSDT Perpetual","8h","0.005009%"
"2022-01-24 17:00:00","BTCUSDT Perpetual","8h","0.005605%"
"2022-01-24 09:00:00","BTCUSDT Perpetual","8h","0.003480%"
"2022-01-24 01:00:00","BTCUSDT Perpetual","8h","-0.001573%"
"2022-01-23 17:00:00","BTCUSDT Perpetual","8h","-0.001256%"
"2022-01-23 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-23 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-22 17:00:00","BTCUSDT Perpetual","8h","0.004122%"
"2022-01-22 09:00:00","BTCUSDT Perpetual","8h","-0.001051%"
"2022-01-22 01:00:00","BTCUSDT Perpetual","8h","0.008226%"
"2022-01-21 17:00:00","BTCUSDT Perpetual","8h","0.004523%"
"2022-01-21 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-21 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-20 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-20 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-20 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-19 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-19 09:00:00","BTCUSDT Perpetual","8h","0.004973%"
"2022-01-19 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-18 17:00:00","BTCUSDT Perpetual","8h","0.009998%"
"2022-01-18 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-18 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-17 17:00:00","BTCUSDT Perpetual","8h","0.006647%"
"2022-01-17 09:00:00","BTCUSDT Perpetual","8h","0.001751%"
"2022-01-17 01:00:00","BTCUSDT Perpetual","8h","0.003620%"
"2022-01-16 17:00:00","BTCUSDT Perpetual","8h","-0.002330%"
"2022-01-16 09:00:00","BTCUSDT Perpetual","8h","0.009070%"
"2022-01-16 01:00:00","BTCUSDT Perpetual","8h","0.002661%"
"2022-01-15 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-15 09:00:00","BTCUSDT Perpetual","8h","0.002281%"
"2022-01-15 01:00:00","BTCUSDT Perpetual","8h","-0.006655%"
"2022-01-14 17:00:00","BTCUSDT Perpetual","8h","-0.009170%"
"2022-01-14 09:00:00","BTCUSDT Perpetual","8h","0.000592%"
"2022-01-14 01:00:00","BTCUSDT Perpetual","8h","-0.006081%"
"2022-01-13 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-13 09:00:00","BTCUSDT Perpetual","8h","-0.007506%"
"2022-01-13 01:00:00","BTCUSDT Perpetual","8h","-0.005342%"
"2022-01-12 17:00:00","BTCUSDT Perpetual","8h","0.009625%"
"2022-01-12 09:00:00","BTCUSDT Perpetual","8h","-0.004772%"
"2022-01-12 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-11 17:00:00","BTCUSDT Perpetual","8h","0.007394%"
"2022-01-11 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-11 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-10 17:00:00","BTCUSDT Perpetual","8h","0.004522%"
"2022-01-10 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-10 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-09 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-09 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-09 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-08 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-08 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-08 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-07 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-07 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-07 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-06 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-06 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-06 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-05 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-05 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-05 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-04 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-04 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-04 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-03 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-03 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-03 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-02 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-02 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-02 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-01 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-01 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2022-01-01 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-31 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-31 09:00:00","BTCUSDT Perpetual","8h","-0.003102%"
"2021-12-31 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-30 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-30 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-30 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-29 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-29 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-29 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-28 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-28 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-28 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-27 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-27 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-27 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-26 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-26 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-26 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-25 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-25 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-25 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-24 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-24 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-24 01:00:00","BTCUSDT Perpetual","8h","0.004018%"
"2021-12-23 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-23 09:00:00","BTCUSDT Perpetual","8h","0.009720%"
"2021-12-23 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-22 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-22 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-22 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-21 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-21 09:00:00","BTCUSDT Perpetual","8h","0.009184%"
"2021-12-21 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-20 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-20 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-20 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-19 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-19 09:00:00","BTCUSDT Perpetual","8h","0.007080%"
"2021-12-19 01:00:00","BTCUSDT Perpetual","8h","0.008402%"
"2021-12-18 17:00:00","BTCUSDT Perpetual","8h","0.009221%"
"2021-12-18 09:00:00","BTCUSDT Perpetual","8h","0.009119%"
"2021-12-18 01:00:00","BTCUSDT Perpetual","8h","0.004678%"
"2021-12-17 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-17 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-17 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-16 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-16 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-16 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-15 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-15 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-15 01:00:00","BTCUSDT Perpetual","8h","0.008838%"
"2021-12-14 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-14 09:00:00","BTCUSDT Perpetual","8h","-0.000493%"
"2021-12-14 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-13 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-13 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-13 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-12 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-12 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-12 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-11 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-11 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-11 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-10 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-10 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-10 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-09 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-09 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-09 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-08 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-08 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-08 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-07 17:00:00","BTCUSDT Perpetual","8h","0.003977%"
"2021-12-07 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-07 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-06 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-06 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-06 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-05 17:00:00","BTCUSDT Perpetual","8h","0.009001%"
"2021-12-05 09:00:00","BTCUSDT Perpetual","8h","0.008272%"
"2021-12-05 01:00:00","BTCUSDT Perpetual","8h","0.002892%"
"2021-12-04 17:00:00","BTCUSDT Perpetual","8h","0.006285%"
"2021-12-04 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-04 01:00:00","BTCUSDT Perpetual","8h","0.027198%"
"2021-12-03 17:00:00","BTCUSDT Perpetual","8h","0.011686%"
"2021-12-03 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-03 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-02 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-02 09:00:00","BTCUSDT Perpetual","8h","0.015951%"
"2021-12-02 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-12-01 17:00:00","BTCUSDT Perpetual","8h","0.029146%"
"2021-12-01 09:00:00","BTCUSDT Perpetual","8h","0.012689%"
"2021-12-01 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-11-30 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-11-30 09:00:00","BTCUSDT Perpetual","8h","0.027809%"
"2021-11-30 01:00:00","BTCUSDT Perpetual","8h","0.020774%"
"2021-11-29 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-11-29 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-11-29 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-11-28 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-11-28 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-11-28 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-11-27 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-11-27 09:00:00","BTCUSDT Perpetual","8h","0.010823%"
"2021-11-27 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-11-26 17:00:00","BTCUSDT Perpetual","8h","0.033741%"
"2021-11-26 09:00:00","BTCUSDT Perpetual","8h","0.013862%"
"2021-11-26 01:00:00","BTCUSDT Perpetual","8h","0.011888%"
"2021-11-25 17:00:00","BTCUSDT Perpetual","8h","0.016775%"
"2021-11-25 09:00:00","BTCUSDT Perpetual","8h","0.014549%"
"2021-11-25 01:00:00","BTCUSDT Perpetual","8h","0.012010%"
"2021-11-24 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-11-24 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-11-24 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-11-23 17:00:00","BTCUSDT Perpetual","8h","0.012897%"
"2021-11-23 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-11-23 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-11-22 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-11-22 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-11-22 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-11-21 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-11-21 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-11-21 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-11-20 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-11-20 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-11-20 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-11-19 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-11-19 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-11-19 01:00:00","BTCUSDT Perpetual","8h","0.011234%"
"2021-11-18 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-11-18 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-11-18 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-11-17 17:00:00","BTCUSDT Perpetual","8h","0.013155%"
"2021-11-17 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-11-17 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-11-16 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-11-16 09:00:00","BTCUSDT Perpetual","8h","0.035997%"
"2021-11-16 01:00:00","BTCUSDT Perpetual","8h","0.040989%"
"2021-11-15 17:00:00","BTCUSDT Perpetual","8h","0.020745%"
"2021-11-15 09:00:00","BTCUSDT Perpetual","8h","0.016126%"
"2021-11-15 01:00:00","BTCUSDT Perpetual","8h","0.013059%"
"2021-11-14 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-11-14 09:00:00","BTCUSDT Perpetual","8h","0.013961%"
"2021-11-14 01:00:00","BTCUSDT Perpetual","8h","0.021842%"
"2021-11-13 17:00:00","BTCUSDT Perpetual","8h","0.031732%"
"2021-11-13 09:00:00","BTCUSDT Perpetual","8h","0.015442%"
"2021-11-13 01:00:00","BTCUSDT Perpetual","8h","0.036867%"
"2021-11-12 17:00:00","BTCUSDT Perpetual","8h","0.035543%"
"2021-11-12 09:00:00","BTCUSDT Perpetual","8h","0.018008%"
"2021-11-12 01:00:00","BTCUSDT Perpetual","8h","0.021812%"
"2021-11-11 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-11-11 09:00:00","BTCUSDT Perpetual","8h","0.023211%"
"2021-11-11 01:00:00","BTCUSDT Perpetual","8h","0.057534%"
"2021-11-10 17:00:00","BTCUSDT Perpetual","8h","0.068212%"
"2021-11-10 09:00:00","BTCUSDT Perpetual","8h","0.037679%"
"2021-11-10 01:00:00","BTCUSDT Perpetual","8h","0.067839%"
"2021-11-09 17:00:00","BTCUSDT Perpetual","8h","0.039251%"
"2021-11-09 09:00:00","BTCUSDT Perpetual","8h","0.038683%"
"2021-11-09 01:00:00","BTCUSDT Perpetual","8h","0.048760%"
"2021-11-08 17:00:00","BTCUSDT Perpetual","8h","0.049328%"
"2021-11-08 09:00:00","BTCUSDT Perpetual","8h","0.025861%"
"2021-11-08 01:00:00","BTCUSDT Perpetual","8h","0.037438%"
"2021-11-07 17:00:00","BTCUSDT Perpetual","8h","0.036277%"
"2021-11-07 09:00:00","BTCUSDT Perpetual","8h","0.017244%"
"2021-11-07 01:00:00","BTCUSDT Perpetual","8h","0.037687%"
"2021-11-06 17:00:00","BTCUSDT Perpetual","8h","0.045326%"
"2021-11-06 09:00:00","BTCUSDT Perpetual","8h","0.053155%"
"2021-11-06 01:00:00","BTCUSDT Perpetual","8h","0.041167%"
"2021-11-05 17:00:00","BTCUSDT Perpetual","8h","0.018568%"
"2021-11-05 09:00:00","BTCUSDT Perpetual","8h","0.018372%"
"2021-11-05 01:00:00","BTCUSDT Perpetual","8h","0.046368%"
"2021-11-04 17:00:00","BTCUSDT Perpetual","8h","0.050750%"
"2021-11-04 09:00:00","BTCUSDT Perpetual","8h","0.045987%"
"2021-11-04 01:00:00","BTCUSDT Perpetual","8h","0.031398%"
"2021-11-03 17:00:00","BTCUSDT Perpetual","8h","0.043965%"
"2021-11-03 09:00:00","BTCUSDT Perpetual","8h","0.082070%"
"2021-11-03 01:00:00","BTCUSDT Perpetual","8h","0.047797%"
"2021-11-02 17:00:00","BTCUSDT Perpetual","8h","0.033216%"
"2021-11-02 09:00:00","BTCUSDT Perpetual","8h","0.015524%"
"2021-11-02 01:00:00","BTCUSDT Perpetual","8h","0.056811%"
"2021-11-01 17:00:00","BTCUSDT Perpetual","8h","0.031437%"
"2021-11-01 09:00:00","BTCUSDT Perpetual","8h","0.032554%"
"2021-11-01 01:00:00","BTCUSDT Perpetual","8h","0.043874%"
"2021-10-31 17:00:00","BTCUSDT Perpetual","8h","0.048915%"
"2021-10-31 09:00:00","BTCUSDT Perpetual","8h","0.019087%"
"2021-10-31 01:00:00","BTCUSDT Perpetual","8h","0.023181%"
"2021-10-30 17:00:00","BTCUSDT Perpetual","8h","0.038483%"
"2021-10-30 09:00:00","BTCUSDT Perpetual","8h","0.016972%"
"2021-10-30 01:00:00","BTCUSDT Perpetual","8h","0.017967%"
"2021-10-29 17:00:00","BTCUSDT Perpetual","8h","0.024122%"
"2021-10-29 09:00:00","BTCUSDT Perpetual","8h","0.023520%"
"2021-10-29 01:00:00","BTCUSDT Perpetual","8h","0.013782%"
"2021-10-28 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-10-28 09:00:00","BTCUSDT Perpetual","8h","0.015574%"
"2021-10-28 01:00:00","BTCUSDT Perpetual","8h","0.023017%"
"2021-10-27 17:00:00","BTCUSDT Perpetual","8h","0.030309%"
"2021-10-27 09:00:00","BTCUSDT Perpetual","8h","0.033175%"
"2021-10-27 01:00:00","BTCUSDT Perpetual","8h","0.055995%"
"2021-10-26 17:00:00","BTCUSDT Perpetual","8h","0.060638%"
"2021-10-26 09:00:00","BTCUSDT Perpetual","8h","0.040992%"
"2021-10-26 01:00:00","BTCUSDT Perpetual","8h","0.017861%"
"2021-10-25 17:00:00","BTCUSDT Perpetual","8h","0.020028%"
"2021-10-25 09:00:00","BTCUSDT Perpetual","8h","0.048777%"
"2021-10-25 01:00:00","BTCUSDT Perpetual","8h","0.032862%"
"2021-10-24 17:00:00","BTCUSDT Perpetual","8h","0.037238%"
"2021-10-24 09:00:00","BTCUSDT Perpetual","8h","0.030334%"
"2021-10-24 01:00:00","BTCUSDT Perpetual","8h","0.017390%"
"2021-10-23 17:00:00","BTCUSDT Perpetual","8h","0.014854%"
"2021-10-23 09:00:00","BTCUSDT Perpetual","8h","0.026183%"
"2021-10-23 01:00:00","BTCUSDT Perpetual","8h","0.033222%"
"2021-10-22 17:00:00","BTCUSDT Perpetual","8h","0.024509%"
"2021-10-22 09:00:00","BTCUSDT Perpetual","8h","0.033487%"
"2021-10-22 01:00:00","BTCUSDT Perpetual","8h","0.062182%"
"2021-10-21 17:00:00","BTCUSDT Perpetual","8h","0.057124%"
"2021-10-21 09:00:00","BTCUSDT Perpetual","8h","0.068927%"
"2021-10-21 01:00:00","BTCUSDT Perpetual","8h","0.063237%"
"2021-10-20 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-10-20 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-10-20 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-10-19 17:00:00","BTCUSDT Perpetual","8h","0.014974%"
"2021-10-19 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-10-19 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-10-18 17:00:00","BTCUSDT Perpetual","8h","0.022227%"
"2021-10-18 09:00:00","BTCUSDT Perpetual","8h","0.038415%"
"2021-10-18 01:00:00","BTCUSDT Perpetual","8h","0.044250%"
"2021-10-17 17:00:00","BTCUSDT Perpetual","8h","0.040131%"
"2021-10-17 09:00:00","BTCUSDT Perpetual","8h","0.031281%"
"2021-10-17 01:00:00","BTCUSDT Perpetual","8h","0.043303%"
"2021-10-16 17:00:00","BTCUSDT Perpetual","8h","0.027876%"
"2021-10-16 09:00:00","BTCUSDT Perpetual","8h","0.048084%"
"2021-10-16 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-10-15 17:00:00","BTCUSDT Perpetual","8h","0.036685%"
"2021-10-15 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-10-15 01:00:00","BTCUSDT Perpetual","8h","0.017282%"
"2021-10-14 17:00:00","BTCUSDT Perpetual","8h","0.022797%"
"2021-10-14 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-10-14 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-10-13 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-10-13 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-10-13 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-10-12 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-10-12 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-10-12 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-10-11 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-10-11 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-10-11 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-10-10 17:00:00","BTCUSDT Perpetual","8h","0.020906%"
"2021-10-10 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-10-10 01:00:00","BTCUSDT Perpetual","8h","0.015717%"
"2021-10-09 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-10-09 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-10-09 01:00:00","BTCUSDT Perpetual","8h","0.013417%"
"2021-10-08 17:00:00","BTCUSDT Perpetual","8h","0.023355%"
"2021-10-08 09:00:00","BTCUSDT Perpetual","8h","0.033379%"
"2021-10-08 01:00:00","BTCUSDT Perpetual","8h","0.032669%"
"2021-10-07 17:00:00","BTCUSDT Perpetual","8h","0.029179%"
"2021-10-07 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-10-07 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-10-06 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-10-06 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-10-06 01:00:00","BTCUSDT Perpetual","8h","0.000161%"
"2021-10-05 17:00:00","BTCUSDT Perpetual","8h","-0.002427%"
"2021-10-05 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-10-05 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-10-04 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-10-04 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-10-04 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-10-03 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-10-03 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-10-03 01:00:00","BTCUSDT Perpetual","8h","0.005938%"
"2021-10-02 17:00:00","BTCUSDT Perpetual","8h","0.003519%"
"2021-10-02 09:00:00","BTCUSDT Perpetual","8h","0.005277%"
"2021-10-02 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-10-01 17:00:00","BTCUSDT Perpetual","8h","-0.002693%"
"2021-10-01 09:00:00","BTCUSDT Perpetual","8h","0.002202%"
"2021-10-01 01:00:00","BTCUSDT Perpetual","8h","0.009235%"
"2021-09-30 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-30 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-30 01:00:00","BTCUSDT Perpetual","8h","0.005661%"
"2021-09-29 17:00:00","BTCUSDT Perpetual","8h","0.003757%"
"2021-09-29 09:00:00","BTCUSDT Perpetual","8h","0.004448%"
"2021-09-29 01:00:00","BTCUSDT Perpetual","8h","0.009755%"
"2021-09-28 17:00:00","BTCUSDT Perpetual","8h","0.003317%"
"2021-09-28 09:00:00","BTCUSDT Perpetual","8h","0.002549%"
"2021-09-28 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-09-27 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
