"Time","Contracts","Funding Interval","Funding Rate"
"2019-12-23 01:00:00","BTCUSDT Perpetual","8h","0.001569%"
"2019-12-22 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-12-22 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-12-22 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-12-21 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-12-21 09:00:00","BTCUSDT Perpetual","8h","-0.000237%"
"2019-12-21 01:00:00","BTCUSDT Perpetual","8h","0.003190%"
"2019-12-20 17:00:00","BTCUSDT Perpetual","8h","0.001034%"
"2019-12-20 09:00:00","BTCUSDT Perpetual","8h","0.002383%"
"2019-12-20 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-12-19 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-12-19 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-12-19 01:00:00","BTCUSDT Perpetual","8h","-0.015090%"
"2019-12-18 17:00:00","BTCUSDT Perpetual","8h","-0.022278%"
"2019-12-18 09:00:00","BTCUSDT Perpetual","8h","-0.013767%"
"2019-12-18 01:00:00","BTCUSDT Perpetual","8h","-0.001606%"
"2019-12-17 17:00:00","BTCUSDT Perpetual","8h","-0.013429%"
"2019-12-17 09:00:00","BTCUSDT Perpetual","8h","-0.004606%"
"2019-12-17 01:00:00","BTCUSDT Perpetual","8h","-0.003652%"
"2019-12-16 17:00:00","BTCUSDT Perpetual","8h","-0.010782%"
"2019-12-16 09:00:00","BTCUSDT Perpetual","8h","-0.013465%"
"2019-12-16 01:00:00","BTCUSDT Perpetual","8h","0.002225%"
"2019-12-15 17:00:00","BTCUSDT Perpetual","8h","0.007982%"
"2019-12-15 09:00:00","BTCUSDT Perpetual","8h","-0.001788%"
"2019-12-15 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-12-14 17:00:00","BTCUSDT Perpetual","8h","0.002252%"
"2019-12-14 09:00:00","BTCUSDT Perpetual","8h","-0.005358%"
"2019-12-14 01:00:00","BTCUSDT Perpetual","8h","-0.009781%"
"2019-12-13 17:00:00","BTCUSDT Perpetual","8h","-0.011387%"
"2019-12-13 09:00:00","BTCUSDT Perpetual","8h","-0.007162%"
"2019-12-13 01:00:00","BTCUSDT Perpetual","8h","-0.008520%"
"2019-12-12 17:00:00","BTCUSDT Perpetual","8h","-0.000320%"
"2019-12-12 09:00:00","BTCUSDT Perpetual","8h","0.003160%"
"2019-12-12 01:00:00","BTCUSDT Perpetual","8h","-0.005692%"
"2019-12-11 17:00:00","BTCUSDT Perpetual","8h","0.004062%"
"2019-12-11 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-12-11 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-12-10 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-12-10 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-12-10 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-12-09 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-12-09 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-12-09 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-12-08 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-12-08 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-12-08 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-12-07 17:00:00","BTCUSDT Perpetual","8h","0.003809%"
"2019-12-07 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-12-07 01:00:00","BTCUSDT Perpetual","8h","0.006551%"
"2019-12-06 17:00:00","BTCUSDT Perpetual","8h","0.005834%"
"2019-12-06 09:00:00","BTCUSDT Perpetual","8h","0.007761%"
"2019-12-06 01:00:00","BTCUSDT Perpetual","8h","0.001789%"
"2019-12-05 17:00:00","BTCUSDT Perpetual","8h","-0.009765%"
"2019-12-05 09:00:00","BTCUSDT Perpetual","8h","0.002564%"
"2019-12-05 01:00:00","BTCUSDT Perpetual","8h","-0.005268%"
"2019-12-04 17:00:00","BTCUSDT Perpetual","8h","0.003333%"
"2019-12-04 09:00:00","BTCUSDT Perpetual","8h","-0.000355%"
"2019-12-04 01:00:00","BTCUSDT Perpetual","8h","-0.001025%"
"2019-12-03 17:00:00","BTCUSDT Perpetual","8h","0.008902%"
"2019-12-03 09:00:00","BTCUSDT Perpetual","8h","0.001418%"
"2019-12-03 01:00:00","BTCUSDT Perpetual","8h","0.001720%"
"2019-12-02 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-12-02 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-12-02 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-12-01 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-12-01 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-12-01 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-30 17:00:00","BTCUSDT Perpetual","8h","-0.001926%"
"2019-11-30 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-30 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-29 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-29 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-29 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-28 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-28 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-28 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-27 17:00:00","BTCUSDT Perpetual","8h","-0.015744%"
"2019-11-27 09:00:00","BTCUSDT Perpetual","8h","-0.018098%"
"2019-11-27 01:00:00","BTCUSDT Perpetual","8h","-0.036807%"
"2019-11-26 17:00:00","BTCUSDT Perpetual","8h","-0.046229%"
"2019-11-26 09:00:00","BTCUSDT Perpetual","8h","-0.008462%"
"2019-11-26 01:00:00","BTCUSDT Perpetual","8h","-0.011089%"
"2019-11-25 17:00:00","BTCUSDT Perpetual","8h","-0.003046%"
"2019-11-25 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-25 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-24 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-24 09:00:00","BTCUSDT Perpetual","8h","-0.010216%"
"2019-11-24 01:00:00","BTCUSDT Perpetual","8h","-0.014290%"
"2019-11-23 17:00:00","BTCUSDT Perpetual","8h","-0.017048%"
"2019-11-23 09:00:00","BTCUSDT Perpetual","8h","-0.028670%"
"2019-11-23 01:00:00","BTCUSDT Perpetual","8h","-0.025622%"
"2019-11-22 17:00:00","BTCUSDT Perpetual","8h","0.009601%"
"2019-11-22 09:00:00","BTCUSDT Perpetual","8h","0.006831%"
"2019-11-22 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-21 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-21 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-21 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-20 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-20 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-20 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-19 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-19 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-19 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-18 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-18 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-18 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-17 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-17 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-17 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-16 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-16 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-16 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-15 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-15 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-15 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-14 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-14 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-14 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-13 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-13 09:00:00","BTCUSDT Perpetual","8h","-0.022089%"
"2019-11-13 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-12 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-12 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-12 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-11 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-11 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-11 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-10 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-10 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-10 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-09 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-09 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-09 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-08 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-08 09:00:00","BTCUSDT Perpetual","8h","0.012500%"
"2019-11-08 01:00:00","BTCUSDT Perpetual","8h","0.019530%"
"2019-11-07 17:00:00","BTCUSDT Perpetual","8h","0.018004%"
"2019-11-07 09:00:00","BTCUSDT Perpetual","8h","0.027024%"
"2019-11-07 01:00:00","BTCUSDT Perpetual","8h","0.013877%"
"2019-11-06 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-06 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-06 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-05 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-05 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-05 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-04 17:00:00","BTCUSDT Perpetual","8h","0.010072%"
"2019-11-04 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-04 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-03 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-03 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-03 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-02 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-02 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-02 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-11-01 17:00:00","BTCUSDT Perpetual","8h","0.048728%"
"2019-11-01 09:00:00","BTCUSDT Perpetual","8h","0.015872%"
"2019-11-01 01:00:00","BTCUSDT Perpetual","8h","0.041061%"
"2019-10-31 17:00:00","BTCUSDT Perpetual","8h","0.038598%"
"2019-10-31 09:00:00","BTCUSDT Perpetual","8h","0.013170%"
"2019-10-31 01:00:00","BTCUSDT Perpetual","8h","0.052312%"
"2019-10-30 17:00:00","BTCUSDT Perpetual","8h","0.029030%"
"2019-10-30 09:00:00","BTCUSDT Perpetual","8h","0.025294%"
"2019-10-30 01:00:00","BTCUSDT Perpetual","8h","0.046967%"
"2019-10-29 17:00:00","BTCUSDT Perpetual","8h","0.016366%"
"2019-10-29 09:00:00","BTCUSDT Perpetual","8h","0.053797%"
"2019-10-29 01:00:00","BTCUSDT Perpetual","8h","0.073711%"
"2019-10-28 17:00:00","BTCUSDT Perpetual","8h","0.078363%"
"2019-10-28 09:00:00","BTCUSDT Perpetual","8h","0.012485%"
"2019-10-28 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-27 17:00:00","BTCUSDT Perpetual","8h","0.018561%"
"2019-10-27 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-27 01:00:00","BTCUSDT Perpetual","8h","0.030874%"
"2019-10-26 17:00:00","BTCUSDT Perpetual","8h","0.013709%"
"2019-10-26 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-26 01:00:00","BTCUSDT Perpetual","8h","-0.014709%"
"2019-10-25 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-25 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-25 01:00:00","BTCUSDT Perpetual","8h","-0.004395%"
"2019-10-24 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-24 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-24 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-23 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-23 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-23 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-22 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-22 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-22 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-21 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-21 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-21 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-20 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-20 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-20 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-19 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-19 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-19 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-18 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-18 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-18 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-17 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-17 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-17 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-16 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-16 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-16 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-15 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-15 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-15 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-14 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-14 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-14 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-13 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-13 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-13 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-12 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-12 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-12 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-11 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-11 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-11 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-10 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-10 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-10 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-09 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-09 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-09 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-08 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-08 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-08 01:00:00","BTCUSDT Perpetual","8h","-0.024859%"
"2019-10-07 17:00:00","BTCUSDT Perpetual","8h","-0.020006%"
"2019-10-07 09:00:00","BTCUSDT Perpetual","8h","-0.005063%"
"2019-10-07 01:00:00","BTCUSDT Perpetual","8h","0.002715%"
"2019-10-06 17:00:00","BTCUSDT Perpetual","8h","-0.003644%"
"2019-10-06 09:00:00","BTCUSDT Perpetual","8h","-0.011057%"
"2019-10-06 01:00:00","BTCUSDT Perpetual","8h","-0.001226%"
"2019-10-05 17:00:00","BTCUSDT Perpetual","8h","-0.022660%"
"2019-10-05 09:00:00","BTCUSDT Perpetual","8h","-0.025688%"
"2019-10-05 01:00:00","BTCUSDT Perpetual","8h","-0.013704%"
"2019-10-04 17:00:00","BTCUSDT Perpetual","8h","0.003592%"
"2019-10-04 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-04 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-03 17:00:00","BTCUSDT Perpetual","8h","-0.006876%"
"2019-10-03 09:00:00","BTCUSDT Perpetual","8h","-0.032220%"
"2019-10-03 01:00:00","BTCUSDT Perpetual","8h","-0.052458%"
"2019-10-02 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-02 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-02 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-01 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-01 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-10-01 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-30 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-30 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-30 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-29 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-29 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-29 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-28 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-28 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-28 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-27 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-27 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-27 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-26 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-26 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-26 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-25 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-25 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-25 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-24 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-24 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-24 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-23 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-23 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-23 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-22 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-22 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-22 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-21 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-21 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-21 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-20 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-20 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-20 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-19 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-19 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-19 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-18 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-18 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-18 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-17 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-17 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-17 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-16 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-16 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-16 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-15 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-15 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-15 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-14 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-14 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-14 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-13 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-13 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-13 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-12 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2019-09-12 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
